,Iterations,Fitness,Time,State,runner_name,current_restart,Restarts
31,1024,40740.0,0.9642454090000001,"[10 24 10 23 19  6 14 18 20 12 20 22 19  0 23 22 22 16 15 19 17 19 22 12
 19  4 24 19 22 14  3 20 22 19 20 21 23 16 24 21 10 18 16 17 22  8 24 13
  5 18 22 13 21 18  5 10 10  6 18  0 15 23 13 21 24  5 22 14 21 23  3 11
  1  9 19  7 21 19 17 18 24  0 16  1 20  0 23 15 22 21  5 13 13 22 10 24
 21 19 20 21]",RHC,0,25
32,2048,40740.0,1.2546948799999988,"[10 24 10 23 19  6 14 18 20 12 20 22 19  0 23 22 22 16 15 19 17 19 22 12
 19  4 24 19 22 14  3 20 22 19 20 21 23 16 24 21 10 18 16 17 22  8 24 13
  5 18 22 13 21 18  5 10 10  6 18  0 15 23 13 21 24  5 22 14 21 23  3 11
  1  9 19  7 21 19 17 18 24  0 16  1 20  0 23 15 22 21  5 13 13 22 10 24
 21 19 20 21]",RHC,0,25
33,2,31786.0,0.0024889350000005805,"[ 4 22  0 12 22  0  4  2  9  2 14  1  7  8 18  3 10 16 20  6 24 21 18  2
  5 23  7 14  9 18  5  3 12 23  7  5 24  3 11 11 13  7  4 14  0  4 19  9
 18 16 14 22  2 16 18 24 10 12  2 17 17  7  8 17  4 15 18 17  1 19 14 24
 21 17 24 16 11 21  4  4 15  5 24  5  9 10 11 22  5  4  6 22 10 12 15 24
 12 19 22  2]",RHC,0,75
34,4,32108.0,0.010845188000001116,"[ 4 22 14 12 22  0  4  2  9  2 14  1  7  8 18  3 10 16 20  6 24 21 18  2
  5 23  7 14  9 18  5  3 12 23  7  5 24  3 11 11 13  7  4 14  0  4 19  9
 18 16 14 22  2 16 18 24 10 12  2 17 17  7  8 17  4 15 18 17  1 19 14 24
 21 17 24 16 11 21  4  4 15  5 24  5  9 10 11 22  5  4  6 22 10 12 15 24
 12 19 22  2]",RHC,0,75
35,8,32528.0,0.019446436000000844,"[ 4 22 14 12 22  0  4  2  9  2 14 10  7  8 18  3 10 16 20  6 24 21 18  2
  5 23  7 14  9 18  5  3 12 23  7  5 24  3 11 11 13  7  4 14  0  4 19  9
 18 16 14 22  2 16 18 24 10 12  2 17 17  7  8 17  4 15 18 17  1 19 14 24
 21 17 24 16 11 21  4  4 15  5 24  5 12 10 11 22  5  4  6 22 10 12 15 24
 12 19 22  2]",RHC,0,75
36,16,34250.0,0.038939626000001226,"[ 4 22 14 12 22  0  4  2  9  2 14 10  7  8 18  3 19 16 20  6 24 21 18 20
  5 23  7 14  9 18  5  3 12 23  7  5 24  3 11 11 13  7 13 14  0 23 19  9
 18 16 14 22  2 16 18 24 10 12  2 17 17  7  8 17  4 15 18 17  1 19 14 24
 21 17 24 16 11 21  4  4 16  5 24  5 12 10 11 22  5  4  6 22 10 12 15 24
 12 19 22  2]",RHC,0,75
37,32,35819.0,0.05921002600000058,"[ 4 22 24 21 22  0  4  2  9  2 20 10  7  8 18  3 19 16 20  6 24 21 18 20
  5 23  7 14  9 18  5  3 12 23  7  5 24  3 11 14 13  7 13 14  0 23 19  9
 18 16 15 22  2 16 18 24 10 12  2 17 17  7 10 17 21 15 18 17  1 19 14 24
 21 17 24 16 11 21  4  4 16  5 24  5 12 10 11 22  5  4  6 22 10 12 15 24
 12 19 22  2]",RHC,0,75
38,64,38338.0,0.09781629500000122,"[ 4 23 24 21 22  0  4  2  9  2 20 10  7  8 23 20 19 16 20  6 24 21 18 20
  5 23  7 14  9 18  5  3 12 23 24  5 24  7 11 14 13  7 13 14 16 23 19  9
 18 16 15 22  2 16 18 24 10 12  2 17 17  7 14 17 22 15 18 17  1 19 14 24
 21 17 24 16 11 21 12  4 16  5 24  5 12 10 23 22  5  4  6 22 10 12 19 24
 23 21 22  2]",RHC,0,75
39,128,39316.0,0.14970189900000008,"[ 4 23 24 21 22  2 23  2  9  2 20 10 22  8 23 20 19 16 20  6 24 21 18 20
  5 23  7 14  9 18  5  3 21 23 24  5 24  7 11 14 13  7 13 14 16 23 19  9
 18 16 15 22 14 16 18 24 10 12  2 17 17  7 14 17 22 15 18 17  1 19 14 24
 21 17 24 16 11 21 12  4 16 17 24  5 12 15 23 22  5  4  6 22 10 12 19 24
 23 21 22  2]",RHC,0,75
40,256,39324.0,0.2573197990000011,"[ 4 23 24 21 22  2 23  2 10  2 20 10 22  8 23 20 19 16 20  6 24 21 18 20
  5 23  7 14  9 18  5  3 23 23 24  5 24  7 11 14 13  7 13 14 16 23 19  9
 18 16 15 22 14 16 18 24 10 12  2 17 17  7 14 17 22 15 18 17  1 19 14 24
 21 17 24 16 11 21 12  4 16 17 24  5 12 15 23 22  5  4  6 22 10 12 19 24
 23 21 22  2]",RHC,0,75
41,512,39324.0,0.44866079500000033,"[ 4 23 24 21 22  2 23  2 10  2 20 10 22  8 23 20 19 16 20  6 24 21 18 20
  5 23  7 14  9 18  5  3 23 23 24  5 24  7 11 14 13  7 13 14 16 23 19  9
 18 16 15 22 14 16 18 24 10 12  2 17 17  7 14 17 22 15 18 17  1 19 14 24
 21 17 24 16 11 21 12  4 16 17 24  5 12 15 23 22  5  4  6 22 10 12 19 24
 23 21 22  2]",RHC,0,75
42,1024,39324.0,0.8558271380000004,"[ 4 23 24 21 22  2 23  2 10  2 20 10 22  8 23 20 19 16 20  6 24 21 18 20
  5 23  7 14  9 18  5  3 23 23 24  5 24  7 11 14 13  7 13 14 16 23 19  9
 18 16 15 22 14 16 18 24 10 12  2 17 17  7 14 17 22 15 18 17  1 19 14 24
 21 17 24 16 11 21 12  4 16 17 24  5 12 15 23 22  5  4  6 22 10 12 19 24
 23 21 22  2]",RHC,0,75
43,2048,39324.0,1.0586535010000002,"[ 4 23 24 21 22  2 23  2 10  2 20 10 22  8 23 20 19 16 20  6 24 21 18 20
  5 23  7 14  9 18  5  3 23 23 24  5 24  7 11 14 13  7 13 14 16 23 19  9
 18 16 15 22 14 16 18 24 10 12  2 17 17  7 14 17 22 15 18 17  1 19 14 24
 21 17 24 16 11 21 12  4 16 17 24  5 12 15 23 22  5  4  6 22 10 12 19 24
 23 21 22  2]",RHC,0,75
